,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
3704,3704,Quite hot on board.Nice staff.,4,Navigate362885,1.0,"The crew were friendly and kind helping me on and off the boat.I felt a bit uncomfortable to refuse drinks on board as everyone else was drinking.We were given sun parasols when the sun was shining, if we wanted.It was a calm and lovely ride.Would do it again as a lovely way to see Amsterdam. I learnt some interesting facts from the guide.",2023-09-30 00:00:00+00:00,2023-09-12 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,False,341,Positive,Response Not Needed
3705,3705,Great canal tour,5,Meander58493850898,1.0,"Jeroenw and Ana were great. Very friendly,great tour and experience. Jeroenw was a great tour guide, very informative and witty. Great way to end our stay",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Jeroenw', 'Ana']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,154,Positive,Response Not Needed
3706,3706,Fantastic canal boat tour,5,Lenka L,1.0,A lovely way to see Amsterdam! Enjoy a relaxing canal boat cruise with fun and enthusiastic crew providing lots of interesting information about the city and its history. A special thank you to the crew - Jan who looked after us si well before boarding and Okke and Kirsi who were the best on board hosts making the trip one to remember. I went with my elderly father and a baby and we felt so welcome and supported so this is a great tour for all ages as the staff will make sure you are comfortable. We had a fantastic time and would love to join again when we have family or friends visiting us in Amsterdam. ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Jan', 'Okke', 'Kirsi']",4.5,Evening Cruise - Anne Frank,True,612,Positive,Response Not Needed
3707,3707,Great time and informative ,5,irishjm24,2.0,The crew passed along a lot of information about the history of Amsterdam’s canals and city. Great time ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,104,Positive,Response Not Needed
3708,3708,Cheese and wine tour ,5,haley,1.0,Amazing cruise with lovely views and very friendly tour guides Roos and Sofiek and skipper samm.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Roos', 'Sofiek', 'samm']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,699,Positive,Response Not Needed
3709,3709,What a DAM great boat canal tour,5,Sarah O,1.0,"Amazing time on this tour! Would highly recommend due to the staff being so generous, lovely to spewk to and helpful. ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,118,Positive,Response Not Needed
3710,3710,"Awesome tour guides, Yannick & Tuen R",5,Jennifer M,1.0,"Phenomenal with Teun R, Yannick 
Beautiful in the evening with all the lights!
Very informative. Pleasant, enjoyable, comical.",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun R', 'Yannick']",5.0,Evening Cruise - Anne Frank,True,126,Positive,Response Not Needed
3711,3711,Yannick and Teun R,5,M V,2.0,They were amazing to have on the boat to tell us all about amsterdam! The lucky stripper had nice red lights,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],4.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,108,Positive,Response Not Needed
3712,3712,"Really nice cruise, great way to see Amsterdam!",5,alicia s,1.0,"Really nice trip, Vince and Barbora were great crew, nice bit of history/info on Amsterdam. Lots of cheese and drinks were topped up quickly so really good value too! We went at 7pm so was a nice sunset activity too :-)",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Vince', 'Barbora']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,219,Positive,Response Not Needed
3713,3713,Super leuke ervaring!,5,Beau D,1.0,"Zeer vriendelijke hosts. Heel informatief, maar zeker niet saai! Zeker een aanrader! Gezellig in de avond, maar neem iets warm mee om aan te doen.",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],4.5,Evening Cruise - Central Station,False,146,Positive,Response Not Needed
3714,3714,The best ever,5,Judydances,2.0,This is the best guided tour I have ever experienced. Joris and Mark are delightful hosts/ guides. The depth of their knowledge was apparent by the fact that they spoke so knowledgeably in response to questions rather than speaking a script. One of the most enjoyable experiences in three days of magical experiences in Amsterdam. ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Joris', 'Mark']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,331,Positive,Response Not Needed
3715,3715,Leuke tour om Amsterdam te leren kennen vanaf het water!,5,Iris W,1.0,Afgelopen week een heerlijke tour gemaakt door Amsterdam. Deze werd super begeleid door Rob & Kirsi. Leuke verhalen en lekkere drankjes. Zeker voor herhaling vatbaar! ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Rob', 'Kirsi']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,167,Positive,Response Not Needed
3716,3716,Thanks to John and Bene,5,Yvonne A.,3.0,The Trip was amazing. John and Bene were the best guides and made the trip in Amsterdam special! They even made the decoration in pink for us,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['John', 'Bene']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,141,Positive,Response Not Needed
3717,3717,Great tour,5,Miles S,10.0,"The tour had great views, a nice selection of drinks and lovely hosts Sofiek, Roos and Samm! A good idea to go at sunset too.",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Sofiek', 'Roos', 'Samm']",4.5,Evening Cruise - Central Station,True,125,Positive,Response Not Needed
3718,3718,Excellent tour,5,jeanne p,1.0,Beautiful - Sophie K and Roos and Samm are wonderful   Love this tour and great evening cruise. Would totally recommend to all visitors to Amsterdam. ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Sophie K', 'Roos', 'Samm']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,150,Positive,Response Not Needed
3719,3719,Nice tour,5,Emad A,1.0,"Samm, Roos, and Sofie did a great job 👍 they took us on a tour in Amsterdam and explained some fun facts. ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Samm', 'Roos', 'Sofie']",5.0,Evening Cruise - Anne Frank,True,106,Positive,Response Not Needed
3720,3720,Great tour with the best hosts!!!,5,rixster,20.0,"Same, Roos and Sophie K were phenomenal. Great history of Amsterdam and their knowledge was unparalleled. They were friendly and funny and nothing was off limits. ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Same', 'Roos', 'Sophie K']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,163,Positive,Response Not Needed
3721,3721,Beautiful way to see Amsterdam!,5,Steph T,2.0,"Such an enjoyable cruise down the canals of Amsterdam. It was especially interesting to see the houseboats along the way. Our hosts Kamiel and Dimitris were very hospitable and knowledgeable, they even shared some local tips on how to enjoy Amsterdam! ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Kamiel', 'Dimitris']",5.0,Evening Cruise - Anne Frank,True,252,Positive,Response Not Needed
3722,3722,Luxury canal cruise,5,Nina25.,8.0,"Cameron and Conall were the perfect guides! Funny and interesting! Good job guys, keep up the good work! ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Cameron', 'Conall']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,105,Positive,Response Not Needed
3723,3723,Amazing cruise experience,5,Fayez Q,1.0,Had a great cruise with wonderful guides Yannick and Teun R. Had a lot of fun and it was great experience ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Yannick', 'Teun R.']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,106,Positive,Response Not Needed
3724,3724,"Views and history, wine and cheese.",5,Stuart A,1.0,"Great ambience, staff excellent, wine and cheese lovely. Got some great views of the city and knowledge crew gave us the history. Thanks Maddie Fleur H and Freddie.",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Maddie', 'Fleur H', 'Freddie']",4.5,Evening Cruise - Anne Frank,True,164,Positive,Response Not Needed
3725,3725,Me gusto !,5,Francisco P,1.0,"Es muy agradable la experiencia y como te tratan, los lugares por donde te llevan están de lujo, sin duda vale la pena ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,[],4.5,Evening Cruise - Central Station,False,119,Positive,Response Not Needed
3726,3726,A good evening,5,Pia S,1.0,Teun and Yannick were really good hosts. Got some super cool insights on Amsterdam and we had a nice evening! ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun', 'Yannick']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,110,Positive,Response Not Needed
3727,3727,Amazing first time experience,5,Jai K,1.0,Teun R and Yannick gave us a great first ever Amsterdam canal ride experience. It was really nice time,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun R', 'Yannick']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,102,Positive,Response Not Needed
3728,3728,Amazing,5,Cristina-Diana S,1.0,"Amazing experience, exciting, full of fun facts! You can't get bored at all:)
Skipper: Tenn R
Host: Vannich",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Tenn R', 'Vannich']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,107,Positive,Response Not Needed
3729,3729,Thank you Teun and Yannick,5,Navigator21921046585,1.0,"Amazing cruise with Teun and Yannick, interesting narrative and friendly atmosphere, thank you guys!",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun', 'Yannick']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,100,Positive,Response Not Needed
3730,3730,Educational and fun tour of the canals,5,Bella P,1.0,Teun and Yannick were wonderful and friendly guides who provided a wonderful tour of the canals and answered any questions we had. ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun', 'Yannick']",5.0,Evening Cruise - Central Station,True,131,Positive,Response Not Needed
3731,3731,Great Canal tour!,4,Jose E,2.0,"Great canal tour, with great bar service and guides! Tean and Yannick were absolutely great! When in Amsterdam a must do!",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Tean', 'Yannick']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,121,Positive,Response Not Needed
3732,3732,Boat tour,5,Silke B,1.0,"We had a lovely time, lots of laughs, and the best of memories! A special thank you to Teun and yannick for making our time on the boat so enjoyable. We learned a lot! ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Teun', 'yannick']",4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,168,Positive,Response Not Needed
3733,3733,FLAGSHIP,5,Isabela S,2.0,We took our boat tour of Amsterdam with Skipper Samm and hosts Roos and Sofiek and it was a really cool experience. The girls were very attentive and the food was incredible. We definitely recommend it.,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Skipper Samm', 'Roos', 'Sofiek']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,202,Positive,Response Not Needed
3734,3734,Good time,5,Zak S,1.0,Nice tour for good price. Jeroen w and Ana were great hosts. Super knowledgeable and friendly. Would recommend. ,2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Jeroen w', 'Ana']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,112,Positive,Response Not Needed
3735,3735,A Must!,5,Rudy T,1.0,"This was amazing! The tour leaders were friendly, knowledgeable, and top-notch! They were happy to answer our questions and provide us fantastic recommendations! You must take the tour with Skipper Samm and Hosts Roos and Sofiek! ",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Skipper Samm', 'Roos', 'Sofiek']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,230,Positive,Response Not Needed
3736,3736,Very nice and informative,5,Livia T,1.0,"Was a great atmosphere and informative comments with Samm, Roos and Sofie K.! We really enjoyed the boat cruise.",2023-09-30 00:00:00+00:00,2023-09-11 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Samm', 'Roos', 'Sofie K.']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,112,Positive,Response Not Needed
3737,3737,Gorgeous!,5,Kim S,1.0,"We had a great time! Gorgeous sunset cruise and really informative for our first trip to the city. Thanks, Nathan and Samm!",2023-09-30 00:00:00+00:00,2023-09-10 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,13 Sept 2023.xlsx,2023-09,"['Nathan', 'Samm']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,123,Positive,Response Not Needed
3738,3738,Gita eccezionale,5,Nicola,1.0,"Gita veramente carina, barca bella e pulita e il nostro skipper Henry e la host Kiyara sono stati gentilissimi e super professionali",,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Henry', 'Kiyara']",5.0,Evening Cruise - Central Station,True,132,Positive,Response Not Needed
3739,3739,Fabulous event / team outing,5,Joshua C,1.0,Had a brilliant tour very informative and funny would highly recommend. Our host Jim was great fun and the driver Teresa was very involved and made us feel so welcome too. Highly recommend,,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Jim', 'Teresa']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,188,Positive,Response Not Needed
3740,3740,Great experience,5,charles2545,6.0,"Very informative, friendly, welcoming crew.  Truly enjoyed ourselves .  Albert, Gillian and Tico were great!!! Will recommend to others.",,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Albert', 'Gillian', 'Tico']",5.0,Evening Cruise - Anne Frank,True,136,Positive,Response Not Needed
3741,3741,Great Canal Cruise,5,Helen,6.0,"An amazing canal cruise with Tico Gillian and albert. The guide were wonderful , gave us great info / history about amsterdam.  Unlimited cheese and drink like wine / beer. A fun family friendly tour. Guides were warm and welcoming.  Thanks so much",,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Tico Gillian', 'Albert']",5.0,Evening Cruise - Anne Frank,True,248,Positive,Response Not Needed
3742,3742,Fun tour with wine and cheese,5,Veronica,55.0,"Excellent and fun tour of the canals with Albert, Tico and Gillian. Took us around the canals and kept us entertained with interesting history and stories, along with a brief lesson in Dutch language.",,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Albert', 'Tico', 'Gillian']",5.0,Evening Cruise - Central Station,True,200,Positive,Response Not Needed
3743,3743,Great way to see this beautiful city!,5,Leslie R,4.0,Declan and Rob were very entertaining and educational!! What a great crew!! We learned so much and laughed along the way!,,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Declan', 'Rob']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,121,Positive,Response Not Needed
3744,3744,Spontane collega tour,5,Ruk K,1.0,Met dank aan collega Michelle. Het was gezellig en Phil en Barbora erg goed! Mooie verhalen met een biertje er bij. En wat een mooie stad is Amsterdam toch.,,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Michelle', 'Phil', 'Barbora']",4.5,Evening Cruise - Central Station,True,156,Positive,Response Not Needed
3745,3745,The Orange way to see Amsterdam from the waterside.,5,Erik d,1.0,"Harko and Greti were great guides. The open boat is new, comfortable and a great way to experience Amsterdam. Much better than being in one of the closed ones with 100 people packed together. If there is a small rain shower they have umbrellas.",,2023-09-14 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Harko', 'Greti']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,244,Positive,Response Not Needed
3746,3746,Hariko & Greti - lustige sehr informative Tour!,5,Ramona S,6.0,"Mein Partner überredete mich unsere geplante Rundfahrt mit Flagship zu machen. Andere einstündige Touren werden mit 16€ beworben, diese hier mit 20€. Wir konnten zwischen einem überdachten ohne ohne Dach Boot wählen. Mein Partner argumentierte damit, dass nur wenige Leute an Bord sind und es Getränke gibt sowie Sitzkissen.
Am Steg wurden wir auch direkt angequatscht, was ich immer nicht so mag, aber wir wollten die Tour ja schließlich machen. 🤷🏽‍♀️ es gibt keine Rabatte für Studenten, Behinderte oder Senioren, aber ich schlug für uns kostenlose Getränke raus, das fand ich wirklich mega!!
Ein Cocktail Aperol o.ä. Kostet an Board nämlich 9,50 extra, das Dosenbier 3.50€ und so weiter … die beiden Hariko und Greti waren wirklich super lieb. Der Skipper kommt direkt aus Amsterdam seiner Aussage nach, Greti studiert. Die beiden wechselten sich ab und dadurch wurde es wirklich locker und gesellig, sie beantworteten auch Fragen und hatten Witz und Charme dabei.
Eine wirklich schöne Tour auch mit so nebenbei Informationen über die Stadt! Die Tour führte an Sehenswürdigkeiten vorbei, für einen ersten Überblick ist das ganz gut.

Wir kommen wieder nach Amsterdam",,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Hariko', 'Greti']",4.0,Evening Cruise - Anne Frank,True,1169,Positive,Response Not Needed
3747,3747,Tour of Amsterdam on night cruise!!,5,nanallison,9.0,Both Abel and Gille were excellent and very informative.   Gave really good facts about Amsterdam.  Totally enjoyed the ride!   Will definitely pass this along to my colleagues at United Airlines.  Awesome crew!!,,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Abel', 'Gille']",5.0,Evening Cruise - Anne Frank,True,212,Positive,Response Not Needed
3748,3748,Enjoy…,5,cisuner,3.0,Haiko and Ana were really nice! We enjoyed the tour… Haiko shared info about city. Weather was really good also we were lucky…,,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Haiko', 'Ana']",4.5,Evening Cruise - Central Station,True,126,Positive,Response Not Needed
3749,3749,Very good,5,Nina C,1.0,"Nice explanation and lovely people. 
Weather was nice and the other people were very nice as well. We will come back another time for sure",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,138,Positive,Response Not Needed
3750,3750,Fleur is an amazing tour guide,5,Ph i,1.0,Thank you very much for that wonderful boat tour through the channels of Amsterdam! It was a wonderful experience!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,False,114,Positive,Response Not Needed
3751,3751,Great,5,Roving39059638081,1.0,Arthur and Fabio were very entertaining and the tour was interesting !! ❤️🤍💜❤️❤️🤍🤍❤️ loved it !!!!!!,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Arthur', 'Fabio']",5.0,Evening Cruise - Central Station,True,100,Positive,Response Not Needed
3752,3752,beautiful cruise,5,Amit T,1.0,"The tour was amazing,very interesting and informative, Fabio and Arthur were so sweet and we had a lot of fun :)🩵",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Fabio', 'Arthur']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,113,Positive,Response Not Needed
3753,3753,City boat tour,5,Isabelle,4.0,"Very nice evening tour, really friendly and a great experience. Would highly recommend to give a insight to the city.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,False,117,Positive,Response Not Needed
3754,3754,"Great trip, good fun and knowledgeable guides",5,Laura B,1.0,"Harko and Greti delivered a first class tour on the canals, their good humour made the trip a real fun one.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Harko', 'Greti']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,107,Positive,Response Not Needed
3755,3755,Trip review,5,Kieryn M,1.0,Amazing!! Would have been average without Okke and Phie. They were both so knowledgeable. Big vibes! Loved the trip and what we learnt.,,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Okke', 'Phie']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,135,Positive,Response Not Needed
3756,3756,An amazing trip boat Amsterdam,5,ABDULLAH A,1.0,"Was an amazing tour with Daniel and Phileppa. We enjoy the tour and very informative interesting and interactive information 
Definitely will do it again",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Daniel', 'Phileppa']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,153,Positive,Response Not Needed
3757,3757,Amazing boat tour,5,Andrew M,1.0,"Amazing boat tour providing a great insight and knowledge of the city. The guides were full of energy and very friendly. Nice selection of drinks,  all reasonably priced.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,[],5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,False,170,Positive,Response Not Needed
3758,3758,Informing and pretty,5,Jamie W,1.0,Went on a trip around the city with my partner at the weekend. I believe the guides names was groos or goose. Very knowledgeable and he liked my questions. Amazing experience I would definitely recommend. ,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['groos', 'goose']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,205,Positive,Response Not Needed
3759,3759,Yaya is talented,5,rcdenis l,3.0,Yaya with dimitris was a great journey on the canal. He’s a true artist and guide. We enjoyed his full humor. ,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Yaya', 'Dimitris']",5.0,Evening Cruise - Central Station,True,110,Positive,Response Not Needed
3760,3760,Great team and tour,5,Hamzeh A,1.0,"The tour was great, Haika and Ana were very hospitable and provide a very informative description of the city.",2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Haika', 'Ana']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,110,Positive,Response Not Needed
3761,3761,Great 1 hour river cruise,5,Tiffany S,1.0,Very well-handled boat by Roberto and  great history and cocktails from Sanne H. Good loop of Amsterdam canals. Thank you.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Roberto', 'Sanne H']",4.5,Evening Cruise - Anne Frank,True,122,Positive,Response Not Needed
3762,3762,Best Canal Cruise,5,Davit U,1.0,Best tour ever. You must go on to the boat with Arthur and Fabio for the best experience. Strictly recommended.,2023-09-30 00:00:00+00:00,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Arthur', 'Fabio']",5.0,Evening Cruise - Anne Frank,True,111,Positive,Response Not Needed
3763,3763,Nette Bootstour im offenen Boot,5,Patrick V,1.0,Eine schöne Tour mit Bobby und Nick. Die Getränke sind für eine Bootstour absolut fair! Die Tour ist für jeden zu empfehlen und durch die Größe deutlich persönlicher als viele andere Touren.,,2023-09-13 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,14 Sep 2023(1).xlsx,2023-09,"['Bobby', 'Nick']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,190,Positive,Response Not Needed
